Time,J1_Pos,J1_Dir,J1_Delta,J1_Hz,J2_Pos,J2_Dir,J2_Delta,J2_Hz,Pen
8.82,2918,0,2,100.0,-5781,1,9,450.0,1
8.84,2915,0,3,150.0,-5772,1,9,450.0,1
8.86,2912,0,3,150.0,-5763,1,9,450.0,1
8.88,2909,0,3,150.0,-5754,1,9,450.0,1
8.9,2906,0,3,150.0,-5745,1,9,450.0,1
8.92,2903,0,3,150.0,-5736,1,9,450.0,1
8.94,2899,0,4,200.0,-5726,1,10,500.0,1
8.96,2895,0,4,200.0,-5717,1,9,450.0,1
8.98,2891,0,4,200.0,-5709,1,8,400.0,1
9.0,2887,0,4,200.0,-5700,1,9,450.0,1
9.02,2882,0,5,250.0,-5691,1,9,450.0,1
9.04,2878,0,4,200.0,-5682,1,9,450.0,1
9.06,2873,0,5,250.0,-5674,1,8,400.0,1
9.08,2867,0,6,300.0,-5665,1,9,450.0,1
9.1,2862,0,5,250.0,-5657,1,8,400.0,1
9.12,2856,0,6,300.0,-5648,1,9,450.0,1
9.14,2850,0,6,300.0,-5640,1,8,400.0,1
9.16,2844,0,6,300.0,-5632,1,8,400.0,1
9.18,2838,0,6,300.0,-5624,1,8,400.0,1
9.2,2831,0,7,350.0,-5616,1,8,400.0,1
9.22,2824,0,7,350.0,-5608,1,8,400.0,1
9.24,2817,0,7,350.0,-5601,1,7,350.0,1
9.26,2809,0,8,400.0,-5593,1,8,400.0,1
9.28,2802,0,7,350.0,-5586,1,7,350.0,1
9.3,2794,0,8,400.0,-5579,1,7,350.0,1
9.32,2785,0,9,450.0,-5572,1,7,350.0,1
9.34,2777,0,8,400.0,-5565,1,7,350.0,1
9.36,2768,0,9,450.0,-5558,1,7,350.0,1
9.38,2760,0,8,400.0,-5553,1,5,250.0,1
9.4,2752,0,8,400.0,-5547,1,6,300.0,1
9.42,2744,0,8,400.0,-5542,1,5,250.0,1
9.44,2736,0,8,400.0,-5538,1,4,200.0,1
